판매처,위도,경도,주소,연락처
(경기화성)오산휴대폰성지 라라통신_금곡,37.163120,127.077524,"경기도 화성시 금곡로 24, 1층 (금곡동)",010-5222-6786
(서울양천)디케이모바일_신정,37.527574,126.860272,"서울특별시 양천구 신정중앙로17길 8, 101호(신정동, 더 채움)",010-5544-9000
(경기용인)대박폰(흥덕점)_영덕,37.275779,127.071888,"경기 용인시 기흥구 흥덕2로87번길 18,1층 114호 (영덕동,용인흥덕지구판매시설)",010-5675-6835
(경기용인)타임모바일_영덕,37.273901,127.073460,"경기 용인시 기흥구 흥덕2로65번길 8-14,101호",010-5001-9938
(경기수원)휴대폰성지 수원성지폰_지동,37.278454,127.029712,"경기 수원시 팔달구 중부대로 123,1층 101호 (지동,아진빌딩)",010-7773-8606
(경기부천)주식회사 와이에이 중동2점_중동,37.504431,126.769542,"경기도 부천시 길주로 243,1층 103호(중동,제일프라자)",010-8325-2555
(인천부평)주식회사와이에이부평점_부평,37.493015,126.723287,"인천광역시 부평구 부평대로20번길 2, 1층(부평동)",010-8325-2555
(강원동해)폰스토리해빈(강원일반)_동해,37.519933,129.111474,강원 동해시 한섬로 70 1층,010-5375-5878
(서울강동)엄마손통신_성내(따르릉 둔촌),37.529334,127.136278,"서울특별시 강동구 양재대로 1377, 2층 207-1호(성내동,삼원빌딩)",010-7907-5555
(경기파주)핸드폰아울렛 휴대폰성지_교하,37.728305,126.733471,"경기 파주시 교하로 79,1층 106호 (목동동,혜인프라자)",010-6467-8137
(경기광주)성원텔레콤_태전,37.388683,127.229750,"경기도 광주시 태봉로 51, 1층 132호(태전동, 성원프라자)",010-4489-4582
(경기용인)휴대폰 성지 용인폰_용인,37.153261,127.171657,"경기 용인시 처인구 남사읍 한숲로 60,2층 214호(처인프라자)",010-4993-3672
(경기화성)가람통신_새솔(SMT),37.282916,126.819011,"경기도 화성시 수노을중앙로 160, 104호(새솔동, 더드림2)",010-8213-1479
(경기용인)에이맨모바일 강남대점_구갈동,37.271580,127.126731,"경기 용인시 기흥구 강남로 9,104호 (구갈동,태평양프라자)",070-8676-7828
(경기수원)대박_수원지하,37.267660,127.000474,"경기 수원시 팔달구 덕영대로 907-65,60호 (매산로1가,지하번영회사무실)",010-3713-2137
(경기수원)휴대폰마트 성지_탑동,37.271454,126.974406,"경기 수원시 권선구 상탑로 29-8,101호 (탑동,한빛타워) 1층",010-5550-1536
(경기부천)주식회사 더드림스_고강,37.510648,126.811151,"경기 부천시 오정구 역곡로 485,1층 101호 (고강동,엘림메디칼빌딩)",010-2227-2300
(인천주안)특가폰_주안,37.457719,126.681126,"인천 미추홀구 경인로 372,1045호 (숭의동,포레나미추홀)",010-4497-6852
(경기평택)휴대폰성지 동문폰_칠원,37.026071,127.104047,"경기도 평택시 신촌2로 22비동 112호(칠원동, 맘스스퀘어)",031-668-8676
(경기하남)스마트폰면세점하남미사점_망월(SMT),37.563821,127.191700,"경기 하남시 미사강변동로 95, 제지층 제비 1046호 (망월동,힐스테이트미사역 그랑파사쥬)",010-3147-0010
(경기군포)당정모바일_당정,37.344356,126.948894,"경기도 군포시 당정역로 92, 102호, 103호(당정동,슬기빌딩)",010-3468-0611
(경기군포)수호통신_산본,37.370303,126.940138,경기도 군포시 산본천로 200-1 1층,010-7114-9881
(서울강북)휴대폰성지 강북성지폰_미아,37.618995,127.018157,"서울 강북구 삼양로27길 56,1층 (미아동) (전면출입문기준 우측점포)",010-9275-5968
(인천부평)휴대폰성지 프리스모바일  굴포천점_부평,37.504420,126.731368,인천광역시 부평구 장제로 212 1층,010-8989-0570
(경기화성)휴대폰성지 동탄성지폰_영천,37.202909,127.124337,"경기 화성시 동탄치동천로1길 8,102호 (영천동)",070-7543-7795
(경기용인)신봉휴대폰성지 휴대폰센터(에이맨)_신봉,37.323624,127.077367,"경기 용인시 수지구 신봉2로 5,1층 105호 (신봉동,에덴프라자)",010-5538-0092
(서울성동)휴대폰성지 폰통령 성동구점_금호,37.554356,127.020541,"서울 성동구 금호로 148-1,1동 1층 1호 (금호동1가)",010-9936-7795
(인천남동)주식회사 쎄븐모바일_간석,37.464271,126.714187,"인천광역시 남동구 백범로 326(간석동,1층)",010-5155-9155
(인천남구)케이티정보통신_주안,37.503752,126.672368,인천광역시 서구 가정로 214 1층,010-5155-9155
(대전서구)89통신_관저,36.303236,127.336730,"대전 서구 관저북로 15, 1층 101호(관저동, D&A프라자)",010-8311-6996
(강원원주)간지몽텔레콤(강원일반)_우산,37.370162,127.935201,강원 원주시 상지대길 68 1층 간지몽텔레콤,010-7936-7474
(강원원주)딸부자통신(강원일반)_태장,37.382018,127.955362,강원 원주시 흥양로 41층,
(강원원주)휴대폰쇼핑몰(강원열정)_우산,37.369586,127.936590,강원특별자치도 원주시 우산로 67휴대폰성지,
(강원원주)버미통신(강원일반)_남원,37.302122,127.920171,강원 원주시 흥업면 남원로 701층 버미통신(구) 봉구스 밥버거,
(강원원주)스타컴퍼니(강원일반)_무실,37.326338,127.943897,강원 원주시 시청로 84106호,
(강원원주)메이드통신(강원일반)_중앙,37.349709,127.950950,강원 원주시 중앙로 1271층,
(강원원주)화인텔레콤행구로(강원일반)_단구,37.331064,127.949738,강원 원주시 단구로 3711층,
(강원원주)광성텔레콤(강원일반)_개운,37.332091,127.947364,강원 원주시 남원로 6181층,
(강원원주)T프리미엄스토어(강원일반)_흥업,37.302906,127.920865,강원 원주시 흥업면 남원로 761층,
(강원원주)소리텔레콤(강원일반)_단구,37.320261,127.959454,강원 원주시 단관길 591층,
(강원원주)휴대폰쇼핑몰(강원열정)_명륜,37.340674,127.939562,"강원특별자치도 원주시 무실로 181, 1층",010-3262-0210
(강원원주)케이엔케이통신(강원일반)_중앙,37.350977,127.948034,강원특별자치도 원주시 원일로 130 1층 1호,010-8942-4238
(강원원주)원주휴대폰성지(강원열정)_AK점,37.346547,127.927134,"강원 원주시 서원대로 125-5, 102호(단계동)",010-2290-3015
(서울양천)(주)넥스트제너레이션모션_신월,37.522696,126.845662,서울특별시 양천구 오목로 72 101~102호,010-3925-5000
(인천계양)한우리 정보통신_계산,37.542974,126.721602,"인천광역시 계양구 계양대로 215, 108호 (신도브래뉴 아파트 상가)",010-9153-8226
(강원원주)휴대폰쇼핑몰(강원열정)_태장,37.375401,127.950581,강원 원주시 현충로 243 1층,010-4412-0040
(인천주안)에이스 정보통신_주안,37.467080,126.674225,"인천광역시 미추홀구 경원대로 지하 848, 48, 49호(주안동,석바위지하상가)",010-3306-2304
(서울강동)폰허브_둔촌,37.529664,127.138369,"서울 강동구 양재대로96길 19,102호 (둔촌동)",010-5779-4773
거종_(강원춘천)폰팔이황덕호 춘천온의점,37.870232,127.720164,,
거종_(서울은평)휴대폰 성지(지교 역촌),37.602408,126.918421,,
거종_(인천주안)특가폰_주안,37.457719,126.681126,,
보류_(강원원주)폰팔이황덕호 무실점,37.334882,127.930129,,
보류_(경기수원)미소레모바일_수원지하,37.266787,127.000803,,
보류_(경기시흥)폰포유_정왕,37.344448,126.736266,,
보류_(경기안산)미라클_초지,37.307552,126.824159,,
(서울강서)폰살롱_염창,37.549851,126.868046,"서울 강서구 공항대로 557,101동 105호 (염창동,등촌제이스카이)",010-3999-4444
(인천서구)태양정보_당하,37.584284,126.706636,"인천광역시 서구 서로3로 50, B221호(당하동, 검단신도시 모아미래도엘레트파크 단지내상가)",010-5588-5525
(서울화곡)위너 TFK 남부시장점,37.532557,126.857958,"서울 강서구 곰달래로49길 18,1층 (화곡동,박성수치과)",010-4101-1003
(서울강서)위너TFK 방화역점,37.516624,126.841855,"서울시 양천구 남부순환로 83길 17, 1층 (디저트39신월점 맞은편 휴대폰매장)",02-262-5097
(경기군포)수호통신2호점_산본,37.371574,126.942037,"경기 군포시 산본천로 224, 1층 (산본동)",010-7114-9881
(서울강서)플루투스제이_방화,37.573604,126.813680,"서울 강서구 양천로 87,1층 7호 (방화동,대일빌딩)",010-9135-5913
(경기남양주)휴대폰성지 따르릉통신 다산점_다산,37.625212,127.154928,"경기 남양주시 다산중앙로146번길 12-16,102호 (다산동,파크뷰타워)",010-7222-5347
(인천서구)신검단 휴대폰성지_불로,37.605563,126.699476,"인천 서구 금정로 12,상가1동 111호 (불로동,신검단중앙역풍경채어바니티)",010-4479-7748
(강원원주)오투통신(강원일반)_단계,37.349357,127.927029,"강원 원주시 백간공원길 14-1,1층(단계동)",010-6543-0815
(경기고양)에이치나인텔레콤_마두(블루),37.654632,126.783079,"경기도 고양시 일산동구 강송로 181,상가동 1층 101호,102호,115호(일산프라자)",010-3238-4670
(인천연수)송도성지퀸_송도,37.415494,126.626200,"인천광역시 연수구 랜드마크로 20,111동 1층 129호(송도동, 호반 써밋 송도)",010-8221-8020
(경기이천)연승통신_이천,37.115395,127.623950,"경기 이천시 장호원읍 장감로 10,1동 1층 4호 (정구영내과)",010-8080-3805
(서울강서)상승정보통신_화곡,37.541819,126.841449,"서울 강서구 화곡로 178,1호 (화곡동,연덕빌딩) 1층",010-9349-0117
(경기고양)나고라통신_장항동,37.654836,126.770804,"경기 고양시 일산동구 백마로 195, 상가동 1201호 (장항동,SK엠시티)",010-7627-9254
(경기화성)휴대폰거래소_남양,37.209654,126.832257,"경기도 화성시 남양읍 남양로 829, 1층 117호",010-8108-4125
(경기화성)휴대폰성지 최싸폰 동탄점_영천,37.206868,127.110262,"경기 화성시 동탄순환대로 697,102호 (영천동,주상복합)",010-5847-0100
(인천남동)청사단텔레콤_간석,37.460993,126.708807,"인천 남동구 남동대로 880,1층 2호 (간석동,올리브아울렛)",010-2323-3323
(경기화성)_수 글로벌 남양점_남양,37.201362,126.825607,경기도 화성시 남양읍 시청로 107 1동 1층,010-2368-8224
(서울송파)휴대폰성지 잠실점(따르릉 잠실),37.511373,127.085010,"서울특별시 송파구 올림픽로 130, 1층",010-2517-9994
(경기안양)행복에리_관양,37.404460,126.957221,경기도 안양시 동안구 관평로 315 1층 101호,010-9393-2093
(경기광명)휴대폰성지 판다폰 광명점_광명,37.472956,126.854794,"경기도 광명시 새터로 44-7, B3층 104호(광명동, 광명아크포레자이위브 단지내상가 1단지)",010-5777-5511
(경기시흥)시흥 휴대폰성지 판다폰 목감점_산현,37.374259,126.843355,"경기도 시흥시 목감남서로 92-12, 1층 106호(산현동, 호수품애)",010-3937-6989
(서울금천)휴대폰성지 불꽃모바일 금천점_독산,37.457011,126.900476,"서울특별시 금천구 시흥대로 411, 1층 101호(독산동, 청소년회관)",010-9016-5437
(인천계양)휴대폰성지 판다폰 작전점_작전,37.527220,126.722792,"인천광역시 계양구 계양대로 38, 101호",010-9231-8003
(인천남동)휴대폰성지 판다폰 만수점_만수,37.460704,126.723162,"인천광역시 남동구 백범로 236, 1층",010-2758-8988
(인천미추홀)휴대폰성지 판다폰 주안역점_주안,37.465850,126.682118,"인천광역시 미추홀구 염창로 73, 113(주안동, 행복마을아파트 1층 상가)",010-4382-5524
(인천서구)휴대폰성지 판다폰 청라점_청라,37.537401,126.644346,"인천광역시 서구 청라커낼로 323, 102호(청라동)",010-4341-8283
(인천연수)휴대폰성지 판다폰 송도점_송도,37.391024,126.648125,"인천광역시 연수구 해돋이로 107,H동 상가 1층 50호(송도동, 송도 더샵퍼스트월드)",010-8432-5382
(인천중구)휴대폰성지 판다폰 골든모바일_운서,37.492312,126.498780,"인천광역시 중구 영종대로 184, 101호(운서동, 예스타워17)",010-8220-5255
(인천중구)휴대폰성지 판다폰 골든모바일_중산,37.491099,126.558716,"인천광역시 중구 하늘별빛로 111, 제상가동 제지1층 B109호(중산동, 스카이시티자이)",010-8220-5255
(경기시흥)시흥 휴대폰성지 판다폰 장현능곡점_능곡,37.370906,126.807320,"경기도 시흥시 장현능곡로 155, 1104호(능곡동, 시흥 플랑드르)",010-5500-0438
(경기부천)휴대폰성지 판다폰 옥길점_옥길,37.467852,126.824171,"경기 부천시 소사구 양지로 205, 1층 120호(옥길동, 부천옥길 서영아너시티2)",010-8726-5798
(경기안성)휴대폰멀티샵 안성대림점,37.000589,127.172982,경기 안성시 공도읍 공도로 109 1층,010-4622-9877
(강원원주)나라COMPANY(강원일반)_단계,37.345626,127.932187,"강원 원주시 북원로 2235-4,1층 120호 (단계동,타임시티)",010-2405-9533
(경기광명)휴대폰 성지 메가폰 철산점_철산,37.486909,126.873483,"경기 광명시 서부샛길 778,1동 103-1호 (철산동,디오스텔가산) ",010-2543-5752
(경기수원)와이에이치모바일_금곡,37.275097,126.954756,"경기 수원시 권선구 금곡로 225,112호 (금곡동)",010-4010-8802
(경기시흥)휴대폰성지 판다폰 정왕점_정왕,37.363929,126.731357,"경기도 시흥시 함송로29번길 7, 103호(정왕동, 현대프라자)",010-3718-8488
(경기시흥)휴대폰성지 판다폰(은계점)_은행,37.435588,126.802715,"경기도 시흥시 은계남로 12, 112호(은행동, 시흥은계  호반 써밋플레이스)",010-3228-8882
(경기안양)주식회사 유광_호계,37.258795,127.042280,"경기 수원시 영통구 효원로 374, 104호, 105호(매탄동,주공프라자) 104,105호",010-3211-2760
(경기이천)연승통신(강원일반)_이천,37.115356,127.623957,"경기 이천시 장호원읍 장감로 10,1동 1층 4호 (정구영내과)",010-8080-3805
(서울강서)아마존_마곡,37.568215,126.840375,"서울특별시 강서구 양천로 344, 130호(마곡동, 대방 디엠시티 오피스텔 1차)",010-2397-8303
(서울동작)채움_신대방,37.486302,126.905264,"서울특별시 동작구 시흥대로 606, 판매실설동 131호(신대방동, 동작현성휴포레 시그니처)",010-7330-5568
(인천남동)휴대폰성지 판다폰 구월점_구월,37.454438,126.711720,"인천광역시 남동구 구월로 212, 1층 132호(구월동, 힐캐슬프라자)",010-8867-0510
(인천서구)휴대폰성지 판다폰 검단점_원당,37.594216,126.714310,"인천광역시 서구 이음5로 60, 121호(원당동, JS프라자)",010-9591-8527
(인천용현)휴대폰성지 판다폰 용현점_용현,37.449599,126.645474,"인천광역시 미추홀구 용정공원로 33, A-2동 103호(용현동, 인천 SK Sky VIEW)",010-9000-8399
거종_(경기안양)폰스토리 박달점,37.404276,126.898798,"경기도 안양시 만안구 박달로 522, 1층",010-2468-7986
거종_(서울송파)원텔레콤(송파1호점),37.496462,127.111919,"서울 송파구 송파대로 201,비동 B122호",010-5007-3524
(경기안양)폰 스토리 박달점_박달,37.404276,126.898798,"경기도 안양시 만안구 박달로 522, 1층",010-2468-7986
(서울구로)하나정보(블루),37.506974,126.890319,서울특별시 구로구 새말로 97판매동 9층 47호,
(경기수원)주식회사 유광_매탄,37.258843,127.042262,"경기 수원시 영통구 효원로 374, 104호, 105호(매탄동,주공프라자) 104,105호",010-3211-2760
(서울송파)온마을 트리지움점(파인즈),37.510649,127.086224,"서울 송파구 석촌호수로 61,106호 (잠실동,잠실트리지움상가) 1층",010-4748-9153
(서울송파)원텔레콤(송파점),37.496462,127.111919,"서울특별시 송파구 송파대로 201, 비동 1층 122호(문정동, 송파 테라타워2)",010-5007-3524
(경기안양)지수통신_비산,37.396455,126.948824,"경기도 안양시 동안구 동안로 194, 106호",010-9543-1414
(경기오산)휴대폰성지 원동폰_원동(제로10팀),37.146578,127.075874,경기도 오산시 대원로 65 1차 106호,031-376-8678
(경기의왕)은하통신_오전,37.359123,126.967998,"경기도 의왕시 오전ehd 104-10 ,107",010-9995-5999
(경기평택)휴대폰성지 더싼집_고덕(제로5팀),37.068202,127.059214,경기도 평택시  특구로27번길 73,031-663-8676
(경기평택)휴대폰성지 동문폰_칠원(제로7팀),37.026071,127.104047,"경기도 평택시 신촌2로 22비동 112호(칠원동, 맘스스퀘어)",031-668-8676
(경기평택)휴대폰성지 동삭폰_동삭(제로6팀),37.019041,127.102123,경기도 평택시 상서재로 50 416동 102호,031-655-8676
(경기평택)휴대폰성지 서정폰_서정(제로4팀),37.062745,127.057759,"경기도 평택시 송탄로 220 103호, 104호 (서정동 BK프라자)",031-662-8678
(경기평택)휴대폰성지 송북폰_독곡(제로8팀),37.080630,127.064239,"경기 평택시 지산로 85,1층 (독곡동,우남빌딩)",031-611-9007
(경기평택)휴대폰성지 송탄폰_지산(제로3팀),37.077708,127.064994,"경기도 평택시 송탄공원로 146, 상가동 1층",031-662-8676
(경기평택)휴대폰성지 제로모바일_고덕(제로2팀),37.070845,127.059302,"경기 평택시 서정북로 88,1층 (서정동,북두칠성)",031-8029-5466
(경기평택)휴대폰성지 평택폰_고덕(제로9팀),37.082902,127.062903,"경기 평택시 지산천로 40,상가동 101호 (독곡동,아주2차아파트)",031-667-8677
(경기평택)수글로벌 청북점_평택,37.018274,126.915651,"경기도 평택시 청북읍 안청로 340, 1층 103호",010-2368-8224
(경기이천)이천 휴대폰성지 서희통신_중리,37.277544,127.442388,"경기 이천시 어재연로 2,(중리동,유림측량)",010-3849-4916
(경기안산)와이에이모바일_초지,37.308801,126.816358,"경기 안산시 단원구 광덕1로 61,110호 (초지동,신명프라자)",010-2399-6037
(본점소속)이현동,37.398762,126.924094,,
(경기여주)이피엘통신(강원일반)_홍문동,37.290006,127.634079,경기도 여주시 소양로 113 101호,010-5856-4211
(인천서구)행운텔레콤_가좌,37.494228,126.671345,"인천 서구 가정로 107,1층 2호 (가좌동)",010-7707-7565
(경기수원)미소레_수원지하,37.266720,127.000856,"경기도 수원시 팔달구  덕영대로 지하 907-65 ,64호 ",02-2284-2648
(경기화성)픽업폰세마역점_화성,37.188823,127.041411,"경기 오산시 독산성로 425,114호 (세교동,더퍼스트타워세교)",010-4150-4276
(경기안산)주식회사 스마트폰면세점상록점_본오,37.299830,126.865083,"경기 안산시 상록구 본삼로 38,4동 106호 (본오동)",010-5168-3846
(인천계양)써니텔레콤_작전,37.530960,126.725667,"인천광역시 계양구 봉오대로 691, 1동 101호",010-5025-8209
(서울송파)온마을 석촌고분점(디엔컴퍼니),37.501842,127.095275,"서울 송파구 백제고분로32길 5,1층 (삼전동)",010-5899-1783
(경기안산)주식회사 폰오션_월피,37.330109,126.850919,"경기 안산시 상록구 충장로 584,1층(월피동)",010-9012-7957
(경기화성)진성폰1호점_남양,37.213606,126.833693,"경기 화성시 남양읍 남양로862번길 13,1동 (남양시티프라디움4차(상가)) B112호",010-4150-4276
(경기오산)진성폰2호점_세교,37.188825,127.041420,"경기 오산시 독산성로 425,114호 (세교동,더퍼스트타워세교)",010-4150-4276
(인천서구)휴대폰성지패밀리모바일루원점_가정,37.526823,126.666385,"인천 서구 봉오재3로 66,1동 107호 (가정동,루원시티프라디움)",010-3386-1243
(인천서구)스마트폰&태블릿 자가수리공간_청라,37.533712,126.655735,"인천 서구 청라에메랄드로 99,B동 9호 (청라동,지젤엠청라)",010-2266-9300
(서울구로)와이지_구로(환희),37.506974,126.890319,"서울 구로구 새말로 97,판매동 136호 (구로동,신도림테크노마트)",010-8888-9932
(경기고양)주식회사 에이원네트웍스_행신,37.613423,126.832666,"경기도 고양시 덕양구 무원로 6, 104호(행신동, 무원빌딩)",010-3135-5454
(경기안양)휴대폰성지 폰스팟 안양점_안양,37.405153,126.919310,"경기도 안양시 만안구 만안로 284, 1층 106호",010-5496-5327
(서울관악)핸드폰성지 폰공략_신림,37.484571,126.934329,"서울 관악구 남부순환로 1652, 2층 전부(신림동)",010-2393-6958
(인천서구)케이티정보통신_주안,37.503746,126.672355,"인천광역시 서구 가정로 214, 승원빌딩 1층",010-5155-9155
(경기용인)폰온_김량장,37.235680,127.208392,경기도 용인시 처인구 금령로 109(김량장동),010-2741-0020
(경기양주)주식회사 강한_옥정,37.815016,127.096543,"경기도 양주시 옥정동로3길 42, 103호",010-5355-1304
(서울양천)케이모바일(목동사거리점),37.532563,126.864033,"서울 양천구 등촌로 28,1층 (목동,성심빌딩)",010-2026-2742
(경기수원)나린모바일_망포,37.245130,127.052430,"경기도 수원시 영통구 덕영대로 1478,  1층 116호",010-5003-2996
(경기화성)휴대폰특판매장 성지폰_화성,37.225148,126.924441,경기도 화성시 봉담읍 삼봉안3길 6-5 B동 1층 124호,010-7474-7499
(경기화성)케이모바일_목동,37.183117,127.124236,"경기도 화성시 동탄순환대로18길 16, 106호",010-5818-8341
(경기권선)스타텔레콤_탑동,37.271649,126.975538,"경기 수원시 권선구 상탑로39번길 12-2, 101호(탑동, 동원)",010-5001-9938
(경기화성)씨케이(ck)모바일 2호점_산척,37.167019,127.130127,"경기도 화성시 동탄순환대로12길 85, 지1층 비101,102호",010-2288-2896
(경기화성)시원모바일_청계,37.199226,127.114274,"경기도 화성시 동탄대로시범길 134, 지1층 30호",010-7210-0336
(경기화성)대한모바일_목동,37.182684,127.124302,"경기도 화성시 동탄순환대로20길 118, 109호",010-7507-0201
(경기화성)몽페쉬모바일_목동,37.182684,127.124302,"경기도 화성시 동탄순환대로20길 118, B동 1층 114호",010-5818-8341
(경기화성)더킹_청계,37.199178,127.114268,"경기도 화성시 동탄대로시범길 134, 판매시설 1층 1071호",010-4333-7119
(경기양주)더 나은 성지모바일_옥정,37.814615,127.089673,"경기 양주시 옥정로 139,111호 (옥정동,다올스퀘어)",010-3534-7541
(인천서구)휴대폰성지 폰킹 검단점_불로,37.604762,126.699326,"인천 서구 금정로 12,상가1동 111호 (불로동,신검단중앙역풍경채어바니티)",010-4479-7748
(서울강동)에이비씨모바일_천호,37.549009,127.129693,"서울특별시 강동구 올림픽로92길 66, 102호",010-5018-6085
(본점소속소매)호계사거리점,37.383426,126.947500,경기 안양시 동안구 경수대로 535,
(강원원주)원주휴대폰성지(강원열정)_무실,37.334344,127.929943,"강원특별자치도 원주시 능라동길 48, 1층 109호(무실동, 씨네프라자)",010-8080-9914
(강원동해)동해폰(강원일반)_천곡,37.524292,129.110834,"강원 동해시 천곡로 49-1,1층 1호 (천곡동,프로월드컵)",010-5745-0111
(경기의정부)의정부휴대폰성지_호원,37.711605,127.047302,"경기 의정부시 평화로 221-2,(호원동) 1층",010-7770-9773
(경기하남)샐리(스마트폰면세점 하남미사점)_망월(SMT),37.563800,127.191800,"경기 하남시 미사강변동로 95, 제지층 제비 1046호 (망월동,힐스테이트미사역 그랑파사쥬)",010-3147-0010
(인천남동)휴대폰성지 판다폰 논현점_논현,37.402510,126.731900,"인천 남동구 소래역서로 4,101호 (논현동)",010-5840-0443
(경기의정부)의정부휴대폰성지_호원,37.711630,127.047300,"경기 의정부시 평화로 221-2,(호원동) 1층",010-7770-9773
(인천미추홀)루나모바일_숭의,37.463760,126.647300,"인천 미추홀구 경인로 38, 101호 (숭의동, 다우림 201동)",010-2527-2149
(경기화성)정남산단 휴대폰성지_화성,37.142680,127.029800,"경기 화성시 정남면 정남산단로 142-24, 1층 112호",010-7473-0073
(인천계양)삼남매휴대폰_작전,37.531090,126.725700,"인천광역시 계양구 봉오대로 691, 1동 101호",010-5025-8209
(인천서구)케이티정보통신_석남,37.503920,126.672400,"인천광역시 서구 가정로 214, 승원빌딩 1층",010-5155-9155
(서울양천)탑티어통신(목동시장점)_목동,37.548360,126.866800,"서울 양천구 목동중앙북로 29,104호 (목동)",010-3333-7836
(경기용인)스마트폰면세점 마평점_마평,37.235660,127.210800,"경기도 용인시 처인구 금령로 129, 1층",010-2745-0040
(서울광진)지오정보통신_강변(디엠),37.535870,127.095800,"서울 광진구 광나루로56길 85,(구의동,테크노-마트21) D57호(구의동,테크노-마트21)",010-3366-0399
(경기고양)핸드폰아울렛휴대폰성지일산역점_일산,37.684680,126.770300,"경기 고양시 일산서구 고양대로 667-1,1동 1호 (일산동)",010-9300-8137
(서울금천)휴대폰성지 인생네폰 가산점_가산,37.468550,126.887700,"서울 금천구 가산디지털1로 24, 101호 (가산동,대륭테크노타운13차)",010-8721-4598
(인천연수)비제이모바일_송도,37.385210,126.662200,"인천 연수구 송도과학로 27번길 15, 상가 101호",032-765-8011
(경기안성)진앤폰_안성,36.999120,127.169800,"경기 안성시 공도읍 고무다리길 5,1호 (중앙빌딩)",
(서울구로)주식회사 정직폰_구로,37.507130,126.890300,"서울 구로구 새말로 97,",010-3357-9994
(서울금천)휴대폰성지 정직폰 금천점_가산,37.485570,126.880000,"서울특별시 금천구 가산디지털1로 226, 1층 2호(가산동, 에이스하이엔드타워5차)",010-5888-4884
(경기화성)쿼드통신 화성점_오산,37.195670,127.097100,"경기 화성시 동탄역로 102, 0호 (오산동,동탄린스트라우스더센트럴) 동탄역 린스트라우스 판매시설 1층 1059",010-9645-4528
(경기안산)휴대폰성지 정직폰 안산_고잔,37.317350,126.838300,경기도 안산시 단원구 중앙대로 915 2층 35호,010-4608-9727
(경기시흥)휴대폰성지 정직폰 시흥점_배곧,37.368360,126.730700,"경기도 시흥시 서울대학로278번길 61, 1층  제씨-27호(배곧동, 서영베니스스퀘어)",010-5514-9727
(서울강서)휴대폰성지 정직폰 강서점_마곡,37.561400,126.810200,"서울특별시 강서구 공항대로 26, 1층 104호(마곡동, 발산파크프라자)",010-3357-9994
(인천부평)휴대폰성지 정직폰 인천부평점_부평,37.485760,126.729400,인천광역시 부평구 동수로 36상가2동 1층 126호,010-8869-0337
(서울마포)휴대폰성지 정직폰 마포점_용강,37.542580,126.941900,"서울 마포구 토정로31길 23, 121동 1층 109호 (용강동, 래미안마포리버웰)",010-2354-9557
(서울은평)휴대폰 성지 정직폰 은평점2_녹번,37.606750,126.923400,"서울특별시 은평구 진흥로 114, 1층 103호(녹번동, 에스클래스)",010-5555-3234
(서울양천)논스톱컴퍼니_신정,37.526300,126.863300,서울특별시 양천구 오목로 2331층 2호,010-7774-1657
(경기양주)정직한 휴대폰 양주성지_옥정,37.821120,127.096700,"경기도 양주시 옥정동로 212, 상가동 109호 전부(옥정동, 제일풍경채레이크시티1단지)",010-8677-1730
(경기남양주)주식회사 더트리플 남양주점_평내,37.645500,127.234200,"경기도 남양주시 평내로29번안길 30, 1층 101호(평내동, 이우빌딩)",010-5514-9727
(경기용인)휴대폰365아울렛_김량장,37.235180,127.195900,"경기도 용인시 처인구 중부대로 1357, 1층 (김량장동)",010-5849-8025
(경기고양)휴대폰성지 폰킹 지축점_지축,37.649590,126.914900,"경기 고양시 덕양구 지축로 62 ,1층 116호 (지축동,아인시티)",010-2222-9216
(경기구리)시우모바일_갈매,37.626310,127.112300,"경기도 구리시 갈매순환로 17, 1층 104호(갈매동)",010-8381-9210
(경기수원)휴대폰 파는 총각_화서,37.281690,126.996800,"경기 수원시 팔달구 화양로 38,(화서동,진성당약국)",010-2442-4480
(인천서구)모바일하우스_가정,37.520000,126.673900,"인천 서구 석곶로 26-1,1층 1호 (가정동)",010-3130-9170
(경기부천)소새울_소사,37.472760,126.798500,"경기도 부천시 은성로68번길 59, 1층",010-3307-8272
(서울광진)휴구정_구의(디엠),37.535850,127.095800,"서울 광진구 광나루로56길 85, 6층 B-058호 (구의동,테크노-마트21)",010-3366-0399
(경기송파)미라클_장지,37.474910,127.142800,"서울특별시 송파구 위례광장로 290, 상가동 1층 117호(장지동, 위례중앙푸르지오2단지)",010-5011-9285
(경기안양)프라임통신_석수,37.416660,126.913700,"경기 안양시 만안구 경수대로 1207,114호 (석수동,삼원상가)",010-5003-3550
(서울강동)휴대폰성지_성내(따르릉 둔촌),37.529480,127.136300,"서울특별시 강동구 양재대로 1377, 2층 207-1호(성내동,삼원빌딩)",010-2423-5217
(경기수원)휴대폰성지 폰스팟 광교점_원천,37.272060,127.060400,"경기 수원시 영통구 광교호수공원로 20,B1-47호 (원천동,더샵광교레이크시티)",010-2709-0068
(서울관악)정직한총각폰_봉천,37.475510,126.965800,"서울 관악구 인헌2길 19, 1층 일부호 (봉천동)",010-5568-1626
(서울강남)온마을 수서점(파인즈),37.488190,127.101800,"서울 강남구 밤고개로1길 10,B동 243호 (수서동,수서현대벤쳐빌) ,244호",010-4748-9153
